This is a list of accession numbers for annual reprots on Edgar
Name: 3M Company ; Ticker: MMM ; CIK: 66740
YEAR 2002 ; ACN 0000950135-03-002013
YEAR 1999 ; ACN 0000927016-00-000987
YEAR 1998 ; ACN 0000927016-99-001112
YEAR 1997 ; ACN 0000927016-98-001186
YEAR 1996 ; ACN 0000949870-97-000004
Name: Boston Properties, Inc. ; Ticker: BXP ; CIK: 1037540
YEAR 2013 ; ACN 0001193125-14-077846
YEAR 2012 ; ACN 0001193125-13-084781
YEAR 2011 ; ACN 0001193125-12-085764
YEAR 2010 ; ACN 0001193125-11-047496
YEAR 2009 ; ACN 0001193125-10-040826
YEAR 2008 ; ACN 0001193125-09-042701
YEAR 2007 ; ACN 0001193125-08-043857
YEAR 2006 ; ACN 0001193125-07-044560
YEAR 2005 ; ACN 0001193125-06-056870
YEAR 2004 ; ACN 0001193125-05-050590
YEAR 2003 ; ACN 0001193125-04-029645
YEAR 2002 ; ACN 0001047469-03-006975
YEAR 2001 ; ACN 0000912057-02-008389
Name: Boston Scientific Corporation ; Ticker: BSX ; CIK: 885725
YEAR 2013 ; ACN 0000885725-14-000005
YEAR 2012 ; ACN 0000885725-13-000007
YEAR 2011 ; ACN 0000885725-12-000006
YEAR 2010 ; ACN 0000950123-11-015112
YEAR 2009 ; ACN 0000950123-10-017254
YEAR 2008 ; ACN 0001072613-09-000419
YEAR 2007 ; ACN 0001072613-08-000584
YEAR 2006 ; ACN 0001072613-07-000570
YEAR 2005 ; ACN 0001047469-06-002665
YEAR 2004 ; ACN 0000950135-05-001479
YEAR 2003 ; ACN 0000950135-04-001301
YEAR 2002 ; ACN 0000950135-03-002096
YEAR 2001 ; ACN 0000912057-02-011989
YEAR 2000 ; ACN 0000950135-01-001146
YEAR 1998 ; ACN 0000950135-99-001755
YEAR 1997 ; ACN 0000950135-98-002085
YEAR 1996 ; ACN 0000950135-97-001518
Name: Boyd Gaming Corporation ; Ticker: BYD ; CIK: 906553
YEAR 2013 ; ACN 0000906553-14-000011
YEAR 2012 ; ACN 0000906553-13-000019
YEAR 2011 ; ACN 0000906553-12-000005
YEAR 2010 ; ACN 0001445305-11-000424
YEAR 2009 ; ACN 0001193125-10-048887
YEAR 2008 ; ACN 0001193125-09-042674
YEAR 2007 ; ACN 0001193125-08-043612
YEAR 2006 ; ACN 0000906553-07-000003
YEAR 2005 ; ACN 0001193125-06-053694
YEAR 2004 ; ACN 0001193125-05-050057
YEAR 2003 ; ACN 0001193125-04-034617
YEAR 2002 ; ACN 0001017062-03-000539
YEAR 2000 ; ACN 0001095811-01-001598
YEAR 1999 ; ACN 0000892569-00-000322
YEAR 1998 ; ACN 0000892569-99-000864
YEAR 1996 ; ACN 0000892569-97-002564
YEAR 1995 ; ACN 0000892569-96-001960
Name: BP Prudhoe Bay Royalty Trust ; Ticker: BPT ; CIK: 850033
YEAR 2013 ; ACN 0001193125-14-076723
YEAR 2012 ; ACN 0001193125-13-086256
YEAR 2011 ; ACN 0001193125-12-088171
YEAR 2010 ; ACN 0000950123-11-020538
YEAR 2009 ; ACN 0000950123-10-019016
YEAR 2008 ; ACN 0000950152-09-002064
YEAR 2007 ; ACN 0000950152-08-001562
YEAR 2006 ; ACN 0000950152-07-001666
YEAR 2005 ; ACN 0000950152-06-002197
YEAR 2004 ; ACN 0000950152-05-002813
YEAR 2003 ; ACN 0000950152-04-002316
YEAR 2002 ; ACN 0000911609-03-000025
YEAR 1999 ; ACN 0000889812-00-001394
YEAR 1993 ; ACN 0000911609-94-000003
Name: Brady Corporation ; Ticker: BRC ; CIK: 746598
YEAR 2012 ; ACN 0000746598-13-000223
YEAR 2011 ; ACN 0001193125-12-406801
YEAR 2010 ; ACN 0000950123-11-087053
YEAR 2009 ; ACN 0000950123-10-087855
YEAR 2008 ; ACN 0000950123-09-046589
YEAR 2007 ; ACN 0000950137-08-012076
YEAR 2006 ; ACN 0000950137-07-014815
YEAR 2005 ; ACN 0000950137-06-010861
YEAR 2004 ; ACN 0000950137-05-011983
YEAR 2003 ; ACN 0000950137-04-008377
YEAR 2002 ; ACN 0000950134-03-013839
YEAR 2001 ; ACN 0000950134-02-012859
YEAR 1999 ; ACN 0000950124-00-006248
YEAR 1998 ; ACN 0000950124-99-005584
YEAR 1994 ; ACN 0000950124-95-003299
YEAR 1993 ; ACN 0000746598-94-000011
Name: Brandywine Realty Trust ; Ticker: BDN ; CIK: 790816
YEAR 2013 ; ACN 0000790816-14-000020
YEAR 2012 ; ACN 0000790816-13-000018
YEAR 2011 ; ACN 0000790816-12-000009
YEAR 2010 ; ACN 0000950123-11-018901
YEAR 2009 ; ACN 0000950123-10-019030
YEAR 2008 ; ACN 0000893220-09-000441
YEAR 2007 ; ACN 0000893220-08-000550
YEAR 2006 ; ACN 0000893220-07-000550
YEAR 2005 ; ACN 0000950116-06-000809
YEAR 2004 ; ACN 0000950116-05-001004
YEAR 2003 ; ACN 0000950116-04-000806
YEAR 2002 ; ACN 0000950116-03-002102
YEAR 2001 ; ACN 0000950116-02-000495
YEAR 1999 ; ACN 0000950116-00-000727
YEAR 1998 ; ACN 0000950116-99-000656
YEAR 1997 ; ACN 0000950116-98-000735
Name: BRE Properties, Inc. ; Ticker: BRE ; CIK: 9677
YEAR 1994 ; ACN 0000912057-95-008853
YEAR 1993 ; ACN 0000912057-94-003394
Name: Bridgepoint Education, Inc. ; Ticker: BPI ; CIK: 1305323
YEAR 2013 ; ACN 0001305323-14-000013
YEAR 2012 ; ACN 0001305323-13-000018
YEAR 2011 ; ACN 0001305323-12-000016
YEAR 2010 ; ACN 0001047469-11-001646
YEAR 2009 ; ACN 0001047469-10-001714
Name: Briggs & Stratton Corporation ; Ticker: BGG ; CIK: 14195
YEAR 2012 ; ACN 0000014195-13-000016
YEAR 2011 ; ACN 0000014195-12-000020
YEAR 2010 ; ACN 0001193125-11-239046
YEAR 2009 ; ACN 0001193125-10-198187
YEAR 2008 ; ACN 0001193125-09-182884
YEAR 2007 ; ACN 0001193125-08-186462
YEAR 2006 ; ACN 0001104659-07-066194
YEAR 2005 ; ACN 0001104659-06-058857
YEAR 2004 ; ACN 0001104659-05-044404
YEAR 2003 ; ACN 0001193125-04-154232
YEAR 2002 ; ACN 0001193125-03-048077
YEAR 2001 ; ACN 0000950134-02-011347
YEAR 2000 ; ACN 0000950124-01-503191
YEAR 1997 ; ACN 0000950124-98-004845
YEAR 1995 ; ACN 0000950124-96-004173
YEAR 1994 ; ACN 0000950124-95-003099
YEAR 1993 ; ACN 0000950124-94-001509
Name: The Brink's Company ; Ticker: BCO ; CIK: 78890
YEAR 2013 ; ACN 0000078890-14-000004
YEAR 2012 ; ACN 0000078890-13-000006
YEAR 2011 ; ACN 0000078890-12-000013
YEAR 2010 ; ACN 0000078890-11-000013
YEAR 2009 ; ACN 0000078890-10-000008
YEAR 2008 ; ACN 0000078890-09-000013
YEAR 2007 ; ACN 0000078890-08-000021
YEAR 2006 ; ACN 0001193125-07-041211
YEAR 2005 ; ACN 0000078890-06-000012
YEAR 2004 ; ACN 0000078890-05-000014
YEAR 2003 ; ACN 0000078890-04-000007
YEAR 2002 ; ACN 0000078890-03-000011
YEAR 1998 ; ACN 0000950117-99-000560
YEAR 1993 ; ACN 0000950123-94-000635
Name: Brinker International, Inc. ; Ticker: EAT ; CIK: 703351
YEAR 2012 ; ACN 0000703351-13-000009
YEAR 2011 ; ACN 0001193125-12-369923
YEAR 2010 ; ACN 0001193125-11-235557
YEAR 2009 ; ACN 0001193125-10-195848
YEAR 2008 ; ACN 0001047469-09-007949
YEAR 2007 ; ACN 0001047469-08-009621
YEAR 2006 ; ACN 0001047469-07-006683
YEAR 2005 ; ACN 0001104659-06-056762
YEAR 2004 ; ACN 0000703351-05-000088
YEAR 2003 ; ACN 0000703351-04-000063
YEAR 2002 ; ACN 0000703351-03-000069
YEAR 2001 ; ACN 0000703351-02-000022
YEAR 2000 ; ACN 0000912057-01-531833
YEAR 1999 ; ACN 0000703351-00-000013
YEAR 1998 ; ACN 0000703351-99-000014
YEAR 1997 ; ACN 0000703351-98-000014
YEAR 1996 ; ACN 0000703351-97-000009
YEAR 1995 ; ACN 0000703351-96-000017
YEAR 1994 ; ACN 0000703351-95-000016
YEAR 1993 ; ACN 0000703351-94-000027
Name: Bristol-Myers Squibb Company ; Ticker: BMY ; CIK: 14272
YEAR 2013 ; ACN 0000014272-14-000054
YEAR 2012 ; ACN 0001193125-13-061678
YEAR 2011 ; ACN 0001193125-12-066416
YEAR 2010 ; ACN 0001193125-11-040120
YEAR 2009 ; ACN 0001193125-10-035167
YEAR 2008 ; ACN 0001193125-09-033538
YEAR 2007 ; ACN 0001193125-08-035566
YEAR 2006 ; ACN 0001193125-07-039915
YEAR 2005 ; ACN 0001193125-06-052456
YEAR 2004 ; ACN 0001193125-05-041808
YEAR 2003 ; ACN 0001193125-04-041353
YEAR 2002 ; ACN 0001047469-03-010810
YEAR 2000 ; ACN 0000014272-01-500006
YEAR 1999 ; ACN 0000014272-00-000002
YEAR 1998 ; ACN 0000014272-99-000002
YEAR 1997 ; ACN 0000014272-98-000002
YEAR 1996 ; ACN 0000014272-97-000008
YEAR 1995 ; ACN 0000014272-96-000002
YEAR 1994 ; ACN 0000014272-95-000004
YEAR 1993 ; ACN 0000014272-94-000003
Name: Bristow Group Inc. ; Ticker: BRS ; CIK: 73887
YEAR 2013 ; ACN 0000073887-14-000010
YEAR 2012 ; ACN 0001193125-13-231745
YEAR 2011 ; ACN 0001193125-12-245265
YEAR 2010 ; ACN 0001193125-11-146712
YEAR 2009 ; ACN 0000073887-10-000041
YEAR 2008 ; ACN 0000073887-09-000040
YEAR 2007 ; ACN 0000073887-08-000013
YEAR 2006 ; ACN 0000073887-07-000025
YEAR 2005 ; ACN 0000950129-06-006133
YEAR 2004 ; ACN 0000950129-05-012004
YEAR 2003 ; ACN 0000073887-04-000039
YEAR 2002 ; ACN 0000950134-03-008978
YEAR 2001 ; ACN 0000073887-02-000015
YEAR 1997 ; ACN 0000899243-98-001228
Name: Broadridge Financial Solutions, Inc. ; Ticker: BR ; CIK: 1383312
YEAR 2012 ; ACN 0001193125-13-326099
YEAR 2011 ; ACN 0001193125-12-346911
YEAR 2010 ; ACN 0001193125-11-220708
YEAR 2009 ; ACN 0001193125-10-187056
YEAR 2008 ; ACN 0001193125-09-171581
YEAR 2007 ; ACN 0001193125-08-178063
YEAR 2006 ; ACN 0001193125-07-188068
Name: Brookdale Senior Living Inc. ; Ticker: BKD ; CIK: 1332349
YEAR 2013 ; ACN 0001332349-14-000006
YEAR 2012 ; ACN 0001332349-13-000012
YEAR 2011 ; ACN 0001332349-12-000008
YEAR 2010 ; ACN 0001332349-11-000010
YEAR 2009 ; ACN 0001332349-10-000006
YEAR 2008 ; ACN 0001332349-09-000006
YEAR 2007 ; ACN 0001332349-08-000010
YEAR 2006 ; ACN 0000950136-07-001693
YEAR 2005 ; ACN 0000950123-06-003999
Name: Brookfield Asset Management Inc. ; Ticker: BAM ; CIK: 1001085
Name: Brookfield Infrastructure Partners L.P. ; Ticker: BIP ; CIK: 1406234
Name: Brookfield Properties Corporation ; Ticker: BPO ; CIK: 1085359
Name: Brown & Brown Insurance ; Ticker: BRO ; CIK: 79282
YEAR 2013 ; ACN 0001193125-14-077842
YEAR 2012 ; ACN 0001193125-13-087664
YEAR 2011 ; ACN 0001193125-12-089393
YEAR 2010 ; ACN 0001193125-11-051929
YEAR 2009 ; ACN 0001193125-10-044577
YEAR 2008 ; ACN 0001193125-09-042336
YEAR 2007 ; ACN 0001188112-08-000632
YEAR 2006 ; ACN 0001188112-07-000553
YEAR 2005 ; ACN 0001188112-06-000715
YEAR 2004 ; ACN 0001145443-05-000591
YEAR 2003 ; ACN 0001145443-04-000325
YEAR 2002 ; ACN 0000079282-03-000021
YEAR 2001 ; ACN 0000950144-02-001571
YEAR 2000 ; ACN 0000079282-01-500008
YEAR 1999 ; ACN 0000079282-00-000005
YEAR 1998 ; ACN 0000079282-99-000007
YEAR 1997 ; ACN 0000079282-98-000007
YEAR 1996 ; ACN 0000079282-97-000004
YEAR 1995 ; ACN 0000950144-96-001042
YEAR 1994 ; ACN 0000950144-95-000929
Name: Brown Shoe Company, Inc. ; Ticker: BWS ; CIK: 14707
YEAR 2013 ; ACN 0000014707-14-000020
YEAR 2012 ; ACN 0000014707-13-000016
YEAR 2011 ; ACN 0000014707-12-000029
YEAR 2010 ; ACN 0000014707-11-000026
YEAR 2009 ; ACN 0000014707-10-000022
YEAR 2008 ; ACN 0000014707-09-000060
YEAR 2007 ; ACN 0000014707-08-000039
YEAR 2006 ; ACN 0000014707-07-000068
YEAR 2005 ; ACN 0000014707-06-000072
YEAR 2004 ; ACN 0000014707-05-000057
YEAR 2003 ; ACN 0000950137-04-002718
YEAR 2002 ; ACN 0000014707-03-000010
YEAR 2001 ; ACN 0000014707-02-000008
YEAR 2000 ; ACN 0000014707-01-500012
YEAR 1993 ; ACN 0000014707-94-000019
Name: BRT Realty Trust ; Ticker: BRT ; CIK: 14846
YEAR 2012 ; ACN 0001047469-13-011169
YEAR 2011 ; ACN 0001047469-12-011213
YEAR 2010 ; ACN 0001047469-11-010045
YEAR 2009 ; ACN 0001047469-10-010374
YEAR 2008 ; ACN 0001047469-09-010733
YEAR 2007 ; ACN 0001144204-08-068870
YEAR 2006 ; ACN 0001144204-07-067454
YEAR 2005 ; ACN 0000014846-06-000032
YEAR 2004 ; ACN 0000014846-05-000036
YEAR 2003 ; ACN 0000014846-04-000040
YEAR 2002 ; ACN 0000014846-03-000023
YEAR 2001 ; ACN 0000014846-02-000012
YEAR 2000 ; ACN 0000014846-01-500014
YEAR 1999 ; ACN 0000014846-00-000018
YEAR 1998 ; ACN 0000014846-99-000018
YEAR 1997 ; ACN 0000014846-98-000010
YEAR 1996 ; ACN 0000014846-97-000027
YEAR 1995 ; ACN 0000014846-96-000027
YEAR 1994 ; ACN 0000912057-95-011335
YEAR 1993 ; ACN 0000912057-94-004339
Name: Brunswick Corporation ; Ticker: BC ; CIK: 14930
YEAR 2013 ; ACN 0000014930-14-000039
YEAR 2012 ; ACN 0000014930-13-000059
YEAR 2011 ; ACN 0000014930-12-000028
YEAR 2010 ; ACN 0000014930-11-000033
YEAR 2009 ; ACN 0000014930-10-000041
YEAR 2008 ; ACN 0000014930-09-000051
YEAR 2007 ; ACN 0000014930-08-000028
YEAR 2006 ; ACN 0000014930-07-000052
YEAR 2005 ; ACN 0000014930-06-000041
YEAR 2004 ; ACN 0000014930-05-000066
YEAR 2003 ; ACN 0000950137-04-001426
YEAR 2002 ; ACN 0000950137-03-001370
YEAR 2000 ; ACN 0000950131-01-001498
YEAR 1998 ; ACN 0000950131-99-001700
YEAR 1996 ; ACN 0000950131-97-002142
YEAR 1995 ; ACN 0000014930-96-000002
YEAR 1994 ; ACN 0000014930-95-000003
YEAR 1993 ; ACN 0000014930-94-000004
Name: Buckeye Partners Lp. ; Ticker: BPL ; CIK: 805022
YEAR 2013 ; ACN 0001104659-14-013296
YEAR 2012 ; ACN 0001193125-13-077232
YEAR 2011 ; ACN 0001193125-12-082021
YEAR 2010 ; ACN 0000950123-11-019864
YEAR 2009 ; ACN 0000950123-10-018341
YEAR 2008 ; ACN 0001047469-09-002105
YEAR 2007 ; ACN 0001047469-08-001918
YEAR 2006 ; ACN 0001104659-07-013863
YEAR 2005 ; ACN 0001104659-06-012290
YEAR 2004 ; ACN 0000893220-05-000552
YEAR 2003 ; ACN 0000893220-04-000451
YEAR 2002 ; ACN 0000893220-03-000485
YEAR 2000 ; ACN 0000950116-01-000503
YEAR 1999 ; ACN 0000950116-00-000589
YEAR 1998 ; ACN 0000950116-99-000468
YEAR 1997 ; ACN 0001036050-98-000373
YEAR 1996 ; ACN 0000950109-97-002458
YEAR 1995 ; ACN 0000950109-96-001823
YEAR 1994 ; ACN 0000950109-95-000758
YEAR 1993 ; ACN 0000950109-94-000494
Name: Buckeye Technologies Inc. ; Ticker: BKI ; CIK: 899597
YEAR 2012 ; ACN 0001193125-13-352169
YEAR 2011 ; ACN 0000899597-12-000034
YEAR 2010 ; ACN 0000899597-11-000018
YEAR 2009 ; ACN 0000899597-10-000026
YEAR 2008 ; ACN 0000899597-09-000036
YEAR 2007 ; ACN 0000899597-08-000027
YEAR 2006 ; ACN 0000899597-07-000043
YEAR 2005 ; ACN 0000899597-06-000039
YEAR 2004 ; ACN 0000899597-05-000034
YEAR 2003 ; ACN 0000899597-04-000027
YEAR 2002 ; ACN 0000899597-03-000022
YEAR 2001 ; ACN 0000899597-02-000033
YEAR 1999 ; ACN 0000950144-00-011645
YEAR 1998 ; ACN 0000950144-99-011437
YEAR 1997 ; ACN 0000950144-98-010925
YEAR 1996 ; ACN 0000899597-97-000016
YEAR 1995 ; ACN 0000899597-96-000030
Name: The Buckle, Inc. ; Ticker: BKE ; CIK: 885245
YEAR 2013 ; ACN 0000885245-14-000011
YEAR 2012 ; ACN 0001157523-13-001668
YEAR 2011 ; ACN 0001157523-12-001574
YEAR 2010 ; ACN 0001157523-11-001807
YEAR 2009 ; ACN 0001144204-10-017178
YEAR 2008 ; ACN 0001144204-09-018277
YEAR 2007 ; ACN 0001144204-08-022759
YEAR 2006 ; ACN 0001144204-07-019609
YEAR 2005 ; ACN 0000950137-06-004505
YEAR 2004 ; ACN 0000950137-05-004834
YEAR 2003 ; ACN 0000950137-04-002792
YEAR 2002 ; ACN 0000950137-03-002253
YEAR 2001 ; ACN 0000950137-02-002495
YEAR 1998 ; ACN 0000950137-99-001233
YEAR 1996 ; ACN 0000950137-97-001688
Name: Build-A-Bear Workshop, Inc. ; Ticker: BBW ; CIK: 1113809
YEAR 2013 ; ACN 0001437749-14-004065
YEAR 2012 ; ACN 0001437749-13-002868
YEAR 2011 ; ACN 0001437749-12-002376
YEAR 2010 ; ACN 0001437749-11-001588
YEAR 2009 ; ACN 0001193125-10-060466
YEAR 2008 ; ACN 0001193125-09-058733
YEAR 2007 ; ACN 0001193125-08-055664
YEAR 2006 ; ACN 0000950137-07-003883
YEAR 2005 ; ACN 0000950137-06-003138
YEAR 2004 ; ACN 0000950137-05-003677
Name: Bunge Limited ; Ticker: BG ; CIK: 1144519
YEAR 2013 ; ACN 0001047469-14-001600
YEAR 2012 ; ACN 0001047469-13-002069
YEAR 2011 ; ACN 0001047469-12-001630
YEAR 2010 ; ACN 0001047469-11-001636
YEAR 2009 ; ACN 0001047469-10-001666
YEAR 2008 ; ACN 0001047469-09-002143
YEAR 2007 ; ACN 0001047469-08-002119
YEAR 2006 ; ACN 0001104659-07-015539
YEAR 2005 ; ACN 0001104659-06-016958
YEAR 2004 ; ACN 0001047469-05-006732
YEAR 2003 ; ACN 0001047469-04-024426
Name: C. R. Bard, Inc. ; Ticker: BCR ; CIK: 9892
YEAR 2013 ; ACN 0001193125-14-058921
YEAR 2012 ; ACN 0001193125-13-067023
YEAR 2011 ; ACN 0001193125-12-075199
YEAR 2010 ; ACN 0001193125-11-044634
YEAR 2009 ; ACN 0001193125-10-039864
YEAR 2008 ; ACN 0001193125-09-039210
YEAR 2007 ; ACN 0001193125-08-037635
YEAR 2006 ; ACN 0001193125-07-041129
YEAR 2005 ; ACN 0001193125-06-037819
YEAR 2004 ; ACN 0001193125-05-038606
YEAR 2003 ; ACN 0000009892-04-000056
YEAR 2002 ; ACN 0000009892-03-000076
YEAR 2001 ; ACN 0000009892-02-000011
YEAR 2000 ; ACN 0000009892-01-500007
YEAR 1999 ; ACN 0000009892-00-000006
YEAR 1998 ; ACN 0000009892-99-000010
YEAR 1997 ; ACN 0000009892-98-000004
YEAR 1996 ; ACN 0000009892-97-000005
YEAR 1995 ; ACN 0000009892-96-000008
YEAR 1994 ; ACN 0000009892-95-000005
YEAR 1993 ; ACN 0000009892-94-000009
Name: Cabela's Incorporated ; Ticker: CAB ; CIK: 1267130
YEAR 2013 ; ACN 0001267130-14-000030
YEAR 2012 ; ACN 0001267130-13-000023
YEAR 2011 ; ACN 0001267130-12-000011
YEAR 2010 ; ACN 0001267130-11-000013
YEAR 2009 ; ACN 0001206774-10-000434
YEAR 2008 ; ACN 0001206774-09-000336
YEAR 2007 ; ACN 0001206774-08-000378
YEAR 2006 ; ACN 0001206774-07-000515
YEAR 2005 ; ACN 0001193125-06-042877
YEAR 2004 ; ACN 0000950134-05-005499
Name: Cablevision Systems Corporation ; Ticker: CVC ; CIK: 1053112
YEAR 2013 ; ACN 0001140361-14-009776
YEAR 2012 ; ACN 0001140361-13-009832
YEAR 2011 ; ACN 0001140361-12-011496
YEAR 2010 ; ACN 0001140361-11-010213
YEAR 2009 ; ACN 0001104659-10-009750
YEAR 2008 ; ACN 0001104659-09-012544
YEAR 2007 ; ACN 0001104659-08-013859
YEAR 2006 ; ACN 0001104659-07-014531
YEAR 2005 ; ACN 0001104659-06-013318
YEAR 2004 ; ACN 0001047469-05-006818
YEAR 2003 ; ACN 0001047469-04-008033
YEAR 2002 ; ACN 0001047469-03-011274
YEAR 2001 ; ACN 0000912057-02-012927
YEAR 2000 ; ACN 0000912057-01-505942
YEAR 1999 ; ACN 0001005477-00-002727
YEAR 1998 ; ACN 0001005477-99-001559
YEAR 1997 ; ACN 0001047469-98-013145
Name: Cabot Corporation ; Ticker: CBT ; CIK: 16040
YEAR 2012 ; ACN 0001193125-13-456387
YEAR 2011 ; ACN 0001193125-12-485653
YEAR 2010 ; ACN 0001193125-11-324512
YEAR 2009 ; ACN 0001193125-10-270199
YEAR 2008 ; ACN 0001193125-09-244216
YEAR 2007 ; ACN 0001193125-08-245933
YEAR 2006 ; ACN 0001193125-07-256224
YEAR 2005 ; ACN 0001104659-06-081572
YEAR 2004 ; ACN 0000950135-05-006968
YEAR 2003 ; ACN 0000950135-04-005649
YEAR 2002 ; ACN 0000950135-03-006141
YEAR 2001 ; ACN 0000950135-02-005703
YEAR 1999 ; ACN 0000950135-00-005559
YEAR 1998 ; ACN 0000950135-99-005733
YEAR 1997 ; ACN 0000950135-98-006385
YEAR 1996 ; ACN 0000950135-97-005172
YEAR 1995 ; ACN 0000950135-96-005392
YEAR 1994 ; ACN 0000950135-95-002798
YEAR 1993 ; ACN 0000950135-94-000730
Name: Cabot Oil & Gas Corporation ; Ticker: COG ; CIK: 858470
YEAR 2013 ; ACN 0001047469-14-001538
YEAR 2012 ; ACN 0001047469-13-001948
YEAR 2011 ; ACN 0001047469-12-001751
YEAR 2010 ; ACN 0001193125-11-049690
YEAR 2009 ; ACN 0001193125-10-042257
YEAR 2008 ; ACN 0001193125-09-040956
YEAR 2007 ; ACN 0001193125-08-039904
YEAR 2006 ; ACN 0001193125-07-042830
YEAR 2005 ; ACN 0001193125-06-046016
YEAR 2004 ; ACN 0001193125-05-040899
YEAR 2003 ; ACN 0001193125-04-025904
YEAR 2002 ; ACN 0000899243-03-000363
YEAR 2001 ; ACN 0000899243-02-000382
YEAR 2000 ; ACN 0000899243-01-000452
YEAR 1999 ; ACN 0000858470-00-000003
YEAR 1998 ; ACN 0000858470-99-000006
YEAR 1997 ; ACN 0000950129-98-001129
YEAR 1996 ; ACN 0000950129-97-001243
YEAR 1993 ; ACN 0000950129-94-000232
Name: CACI International Inc ; Ticker: CACI ; CIK: 16058
YEAR 2012 ; ACN 0001193125-13-348088
YEAR 2011 ; ACN 0001193125-12-371503
YEAR 2010 ; ACN 0001193125-11-234902
YEAR 2009 ; ACN 0001193125-10-196811
YEAR 2008 ; ACN 0001193125-09-182208
YEAR 2007 ; ACN 0001193125-08-185214
YEAR 2006 ; ACN 0001193125-07-191648
YEAR 2005 ; ACN 0001193125-06-190233
YEAR 2004 ; ACN 0001193125-05-184854
YEAR 2003 ; ACN 0001193125-04-155541
YEAR 2002 ; ACN 0001193125-03-055255
YEAR 2001 ; ACN 0000928385-02-003177
YEAR 1993 ; ACN 0000016058-94-000007
Name: CAE Inc. ; Ticker: CAE ; CIK: 1173382
Name: CAI International, Inc. ; Ticker: CAP ; CIK: 1388430
YEAR 2013 ; ACN 0001562762-14-000036
YEAR 2012 ; ACN 0001140361-13-009696
YEAR 2011 ; ACN 0001140361-12-014213
YEAR 2010 ; ACN 0001140361-11-016945
YEAR 2009 ; ACN 0001193125-10-057151
YEAR 2008 ; ACN 0001193125-09-055371
YEAR 2007 ; ACN 0001193125-08-058965
Name: Cal Dive International, Inc. ; Ticker: DVR ; CIK: 1364100
YEAR 2013 ; ACN 0001364100-14-000006
YEAR 2012 ; ACN 0001364100-13-000010
YEAR 2011 ; ACN 0001364100-12-000010
YEAR 2010 ; ACN 0001364100-11-000006
YEAR 2009 ; ACN 0001364100-10-000009
YEAR 2008 ; ACN 0001364100-09-000012
YEAR 2007 ; ACN 0001364100-08-000011
YEAR 2006 ; ACN 0000950129-07-001095
Name: Calgon Carbon Corporation ; Ticker: CCC ; CIK: 812701
YEAR 2013 ; ACN 0001104659-14-014580
YEAR 2012 ; ACN 0001104659-13-015119
YEAR 2011 ; ACN 0001193125-12-083612
YEAR 2010 ; ACN 0000950123-11-018614
YEAR 2009 ; ACN 0000950123-10-018084
YEAR 2008 ; ACN 0001144204-09-013717
YEAR 2007 ; ACN 0001144204-08-015717
YEAR 2006 ; ACN 0001275287-07-001880
YEAR 2005 ; ACN 0001193125-06-068768
YEAR 2004 ; ACN 0001193125-05-049383
YEAR 2003 ; ACN 0001193125-04-038418
YEAR 2002 ; ACN 0000950132-03-000068
YEAR 2001 ; ACN 0000950132-02-000081
YEAR 2000 ; ACN 0000950132-01-000202
YEAR 1999 ; ACN 0000950132-00-000202
YEAR 1998 ; ACN 0000950132-99-000277
YEAR 1997 ; ACN 0000950132-98-000266
YEAR 1996 ; ACN 0000950132-97-000218
YEAR 1995 ; ACN 0000950132-96-000162
YEAR 1994 ; ACN 0000950132-95-000091
YEAR 1993 ; ACN 0000950109-94-000440
Name: California Water Service Group ; Ticker: CWT ; CIK: 1035201
YEAR 2013 ; ACN 0001047469-14-001487
YEAR 2012 ; ACN 0001047469-13-001968
YEAR 2011 ; ACN 0001047469-12-001921
YEAR 2010 ; ACN 0000950123-11-020033
YEAR 2009 ; ACN 0000950123-10-018557
YEAR 2008 ; ACN 0000950134-09-004228
YEAR 2007 ; ACN 0000950134-08-003723
YEAR 2006 ; ACN 0000891618-07-000159
YEAR 2005 ; ACN 0000950005-06-000209
YEAR 2004 ; ACN 0000950005-05-000264
YEAR 2003 ; ACN 0000950005-04-000266
YEAR 2002 ; ACN 0000950005-03-000382
YEAR 1999 ; ACN 0000950005-00-000471
YEAR 1998 ; ACN 0000950149-99-000416
Name: Calix, Inc. ; Ticker: CALX ; CIK: 1406666
YEAR 2013 ; ACN 0001406666-14-000039
YEAR 2012 ; ACN 0001406666-13-000010
YEAR 2011 ; ACN 0001193125-12-076050
YEAR 2010 ; ACN 0001193125-11-045511
Name: Callaway Golf Company ; Ticker: ELY ; CIK: 837465
YEAR 2013 ; ACN 0000837465-14-000002
YEAR 2012 ; ACN 0001193125-13-098448
YEAR 2011 ; ACN 0001193125-12-094413
YEAR 2010 ; ACN 0001193125-11-050374
YEAR 2009 ; ACN 0001193125-10-043146
YEAR 2008 ; ACN 0001193125-09-039469
YEAR 2007 ; ACN 0001193125-08-041974
YEAR 2006 ; ACN 0001193125-07-044062
YEAR 2005 ; ACN 0001193125-06-039141
YEAR 2004 ; ACN 0000936392-05-000054
YEAR 2003 ; ACN 0000936392-04-000209
YEAR 2002 ; ACN 0000936392-03-000258
YEAR 2001 ; ACN 0000936392-02-000287
YEAR 1997 ; ACN 0001017062-98-000708
Name: Callon Petroleum Co. ; Ticker: CPE ; CIK: 928022
YEAR 2013 ; ACN 0000928022-14-000049
YEAR 2012 ; ACN 0000928022-13-000023
YEAR 2011 ; ACN 0000928022-12-000026
